id;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
687;Авторское Шардоне-Совиньон. вино сухое белое. ЗГУ «Кубань. Таманский полуостров» 2017;Белое;4603040012239;Фанагория;;2019;2017;Сухое;Белое;410;0.75;82.35;4.118;https://rskrf.ru//goods/fanagoriya-avtorskoe-shardone-sovinon-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2017/
688;Авторское Алиготе-Рислинг. вино сухое белое. ЗГУ «Кубань. Таманский полуостров»  2017;Белое;4603040012192;Фанагория;;2019;2017;Сухое;Белое;395;0.75;82.24;4.112;https://rskrf.ru//goods/fanagoriya-avtorskoe-aligote-risling-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2017/
689;F-Style Алиготе. вино сухое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4603040014226;Фанагория;;2019;2018;Сухое;Белое;290;0.75;82.23;4.112;https://rskrf.ru//goods/fanagoriya-f-style-f-style-aligote-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018/
690;Fanagoria Авторское вино Шардоне-Совиньон. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4603040012239;Фанагория;"ОАО ""АПФ ""Фанагория""";2020;2019;Сухое;Белое;292;0.75;82.08;4.104;https://rskrf.ru//goods/fanagoria-avtorskoe-vino-shardone-sovinon-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-be/
691;F-Style Каберне Совиньон. вино сухое белое.  ЗГУ «Кубань. Таманский полуостров» 2018;Белое;4603040014172;Фанагория;;2019;2018;Сухое;Белое;395;0.75;81.89;4.095;https://rskrf.ru//goods/fanagoriya-f-style-kaberne-sovinon-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018/
692;Шардоне – Совиньон 2016;Белое;4603040012239;Фанагория;АПФ ФАНАГОРИЯ ОАО;2018;2016;Сухое;Белое;399;0.75;81.85;4.093;https://rskrf.ru//goods/vino-zashchishchennogo-geograficheskogo-ukazaniya-kuban-tamanskiy-poluostorov-sukhoe-beloe-shardone-/
693;F-Style Каберне Фран. вино сухое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4603040014165;Фанагория;;2019;2018;Сухое;Белое;398;0.75;81.66;4.083;https://rskrf.ru//goods/fanagoriya-f-style-kaberne-fran-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018/
694;Шардоне – Алиготе. Авторское вино 2016;Белое;4603040012215;Фанагория;АПФ ФАНАГОРИЯ ОАО;2018;2016;Сухое;Белое;468;0.75;81.47;4.074;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-beloe-shardone-a-309ac6/
695;F-Style Шардоне. вино сухое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4603040011881;Фанагория;;2019;2018;Сухое;Белое;385;0.75;81.22;4.061;https://rskrf.ru//goods/fanagoriya-f-style-shardone-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018/
696;Рислинг Номерной резерв. вино полусухое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4603040012161;Фанагория;;2019;2018;Полусухое;Белое;280;0.75;80.86;4.043;https://rskrf.ru//goods/fanagoriya-risling-nomernoy-rezerv-vino-zgu-kuban-tamanskiy-poluostrov-polusukhoe-beloe/
697;Fanagoria. Авторское вино Шардоне-Алиготе. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4603040012215;Фанагория;"ОАО ""АПФ ""Фанагория"" Россия. 353540. Краснодарский край. Темрюкский район. п. Сенной. ул. Мира. 49";2020;2019;Сухое;Белое;420;0.75;80.74;4.037;https://rskrf.ru//goods/fanagoria-avtorskoe-vino-shardone-aligote-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-be/
698;Автохтон Сибирьковый. вино сухое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4603040011966;Фанагория;;2019;2018;Сухое;Белое;500;0.75;80.72;4.036;https://rskrf.ru//goods/fanagoriya-avtokhton-avtokhton-sibirkovyy-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018/
699;Номерной резерв. вино полусладкое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4603040009406;Фанагория;;2019;2018;Полусладкое;Белое;289;0.75;80.7;4.035;https://rskrf.ru//goods/fanagoriya-nomernoy-rezerv-vino-zgu-kuban-tamanskiy-poluostrov-polusladkoe-beloe/
700;Reserve Фанагории Шардоне. вино географического наименования полусладкое белое 2018;Белое;4603040014554;Фанагория;;2019;2018;Полусладкое;Белое;229;0.75;80.66;4.033;https://rskrf.ru//goods/fanagoriya-reserve-fanagorii-shardone-vino-geograficheskogo-naimenovaniya-polusladkoe-beloe-2018/
701;Fanagoria. F-Style. Шардоне. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4603040011881;Фанагория;"ОАО ""АПФ ""Фанагория"" Россия. 353540. Краснодарский край. Темрюкский район. п. Сенной. ул. Мира. 49";2020;2019;Сухое;Белое;452;0.75;80.65;4.033;https://rskrf.ru//goods/fanagoria-f-style-shardone-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-bez-ukazaniya-god/
702;Fanagoria F-Style Muscat 2019. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4603040000366;Фанагория;"ОАО ""АПФ ""Фанагория"" Россия. 353540. Краснодарский край. Темрюкский район. п. Сенной. ул. Мира. 49";2020;2019;Сухое;Белое;350;0.75;80.58;4.029;https://rskrf.ru//goods/fanagoria-f-style-muscat-2019-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-bez-ukazaniya-/
703;Fanagoria Cru Lermont Riesling. Вино защищенного наименования места происхождения «Сенной». Сухое белое выдержанное 2018;Белое;4603040014257;Фанагория;"ОАО ""АПФ ""Фанагория""";2020;2018;Сухое;Белое;569;0.75;80.5;4.025;https://rskrf.ru//goods/fanagoria-cru-lermont-riesling-vino-zashchishchennogo-naimenovaniya-mesta-proiskhozhdeniya-sennoy-su/
704;"
                        Fine Select Рислинг вино полусладкое белое. ЗГУ «Кубань. Таманский полуостров»                    ";Белое;4603040012000;Фанагория;;2019;Без указания года;Полусладкое;Белое;209;0.75;79.7;3.985;https://rskrf.ru//goods/fanagoriya-fine-select-risling-vino-zgu-kuban-tamanskiy-poluostrov-polusladkoe-beloe/
705;F-Style Каберне по-белому. вино полусухое белое. ЗГУ «Кубань. Таманский полуостров» 2017;Белое;4603040011898;Фанагория;;2019;2017;Полусухое;Белое;398;0.75;79.21;3.961;https://rskrf.ru//goods/fanagoriya-f-style-kaberne-po-belomu-vino-zgu-kuban-tamanskiy-poluostrov-polusukhoe-beloe-2017/
706;Fine Select Шардоне. вино полусладкое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4603040011997;Фанагория;;2019;2018;Полусладкое;Белое;275;0.75;78.99;3.950;https://rskrf.ru//goods/fanagoriya-fine-select-shardone-vino-zgu-kuban-tamanskiy-poluostrov-polusladkoe-beloe-2018/
707;F-Style Алиготе. вино сухое белое. ЗГУ «Кубань. Таманский полуостров» 2018;Белое;4603040014226;Фанагория;;2019;2018;Сухое;Белое;435;0.75;78.85;3.943;https://rskrf.ru//goods/fanagoriya-f-style-aligote-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018/
708;Fanagoria Авторское вино. Алиготе- Рислинг. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4603040012192;Фанагория;"ОАО ""АПФ ""Фанагория"" Россия. 353540. Краснодарский край. Темрюкский район. п. Сенной. ул. Мира. 49";2020;2019;Сухое;Белое;369;0.75;78.84;3.942;https://rskrf.ru//goods/fanagoria-avtorskoe-vino-aligote-risling-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-bez/
709;Авторское вино Шардоне Совиньон. вино географического наименования сухое белое  2018;Белое;4603040014561;Фанагория;;2019;2018;Сухое;Белое;259;0.75;78.67;3.935;https://rskrf.ru//goods/fanagoriya-avtorskoe-vino-shardone-sovinon-vino-geograficheskogo-naimenovaniya-sukhoe-beloe-2018/
710;Крю Лермонт Совиньон Блан Фанагории 2016;Белое;4603040008652;Фанагория;АПФ ФАНАГОРИЯ ОАО;2018;2016;Сухое;Белое;722;0.75;78.61;3.931;https://rskrf.ru//goods/kryu-lermont-sovinon-blan-fanagorii-vino-geograficheskogo-naimenovaniya-sukhoe-beloe/
711;Номерной резерв Мускат. вино полусладкое белое. ЗГУ «Кубань. Таманский полуостров» 2018;Белое;4603040009963;Фанагория;;2019;2018;Полусладкое;Белое;245;0.75;78.6;3.930;https://rskrf.ru//goods/fanagoriya-nomernoy-rezerv-muskat-vino-zgu-kuban-tamanskiy-poluostrov-polusladkoe-beloe-2018/
712;F-Style. Каберне Совиньон. вино сухое белое. ЗГУ «Кубань. Таманский полуостров» 2018;Белое;4603040014172;Фанагория;;2019;2018;Сухое;Белое;395;0.75;77.89;3.895;https://rskrf.ru//goods/f-style-kaberne-sovinon-vino-sukhoe-beloe-zgu-kuban-tamanskiy-poluostrov-2018/
713;"
                        Абрау Купаж Белый. Вино столовое полусладкое белое                      ";Белое;4630027300072;Фанагория;"ООО ""Лоза"" 353407. Россия. Краснодарский край. Анапский район. с. Сукко. ул. Киблерова. д. 2";2020;Без указания года;Полусладкое;Белое;368;0.75;77.66;3.883;https://rskrf.ru//goods/abrau-kupazh-belyy-vino-stolovoe-polusladkoe-beloe-bez-ukazaniya-goda/
714;Fanagoria Авторское вино Каберне Фран. вино с ЗГУ «Кубань. Таманский полуостров» розовое сухое  2018;Розовое;4603040012307;Фанагория;"ОАО ""АПФ ""Фанагория"" Россия. 353540. Краснодарский край. Темрюкский район. п. Сенной. ул. Мира. 49";2020;2018;Сухое;Розовое;420;0.75;83.59;4.180;https://rskrf.ru//goods/fanagoria-avtorskoe-vino-kaberne-fran-vino-s-zgu-kuban-tamanskiy-poluostrov-rozovoe-sukhoe-2018/
715;Авторское. Каберне-Фран. сухое розовое. ЗГУ «Кубань.Таманский полуостров» 2018;Розовое;4603040012307;Фанагория;;2019;2018;Сухое;Розовое;420;0.75;82.7;4.135;https://rskrf.ru//goods/avtorskoe-kaberne-fran-sukhoe-rozovoe-zgu-kuban-tamanskiy-poluostrov-2018/
716;Fanagoria F-Style Pinot Noir. вино с ЗГУ «Кубань. Таманский полуостров» розовое сухое  2019;Розовое;4603040000304;Фанагория;"ОАО ""АПФ ""Фанагория"" Россия. 353540. Краснодарский край. Темрюкский район. п. Сенной. ул. Мира. 49";2020;2019;Сухое;Розовое;360;0.75;81.92;4.096;https://rskrf.ru//goods/fanagoria-f-style-pinot-noir-vino-s-zgu-kuban-tamanskiy-poluostrov-rozovoe-sukhoe-2019/
717;Номерной резерв. Каберне розовое. вино полусухое розовое. ЗГУ «Кубань. Таманский полуостров» 2018;Розовое;463040012154;Фанагория;;2019;2018;Полусухое;Розовое;359;0.75;81.43;4.072;https://rskrf.ru//goods/nomernoy-rezerv-kaberne-rozovoe-vino-polusukhoe-rozovoe-zgu-kuban-tamanskiy-poluostrov-2018/
718;Фанагория. Food Time. вино полусухое розовое. ЗГУ «Кубань. Таманский полуостров»  2017;Розовое;4603040013885;Фанагория;;2019;2017;Полусухое;Розовое;390;0.75;80.66;4.033;https://rskrf.ru//goods/fanagoriya-food-time-vino-polusukhoe-rozovoe-zgu-kuban-tamanskiy-poluostrov-2017/
719;Каберне Фран розовое 2017;Розовое;4603040012307;Фанагория;АПФ ФАНАГОРИЯ ОАО;2018;2017;Сухое;Розовое;436;0.75;78.56;3.928;https://rskrf.ru//goods/kaberne-fran-rozovoe-2017/
720;Каберне розовое 2016;Розовое;4603040012154;Фанагория;АПФ ФАНАГОРИЯ ОАО;2018;2016;Полусухое;Розовое;449;0.75;78.45;3.923;https://rskrf.ru//goods/kaberne-rozovoe-2016/
721;Fanagoria Кагор. ликерное вино с ЗГУ «Кубань. Таманский полуостров» 2019;Ликерное;4603040011836;Фанагория;"ОАО ""АПФ ""Фанагория"" Россия. 353540. Краснодарский край. Темрюкский район. п. Сенной. ул. Мира. 49";2020;2019;Сладкое;Красное;339;0.75;85.1;4.255;https://rskrf.ru//goods/fanagoria-kagor-likernoe-vino-s-zgu-kuban-tamanskiy-poluostrov-2019/
722;"
                        Fanagoria (полусладкое белое)                     ";Игристое;4603040012635;Фанагория;АПФ ФАНАГОРИЯ ОАО;2018;Без указания года;Полусладкое;Белое;508;0.75;83.8;4.190;https://rskrf.ru//goods/igristoe-vino-polusladkoe-beloe-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluost/
