id;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
254;"
                        Крымский бриз игристое брют белое Крымское                     ";Игристое;4623721510212;Крымский бриз;"ГУП города Севастополя ""Агропромышленное объединение ""Севастопольский винодельческий завод""";2020;Без указания года;Брют;Белое;269;0.75;61.92;3.096;https://rskrf.ru//goods/krymskiy-briz-igristoe-bryut-beloe-krymskoe-/
255;Севастопольское. вино игристое полусладкое белое мускатное. ЗГУ «Крым»  2018;Игристое;4603728001166;Крымское;;2019;2018;Полусладкое;Белое;370;0.75;80.23;4.012;https://rskrf.ru//goods/sevastopolskoe-vino-igristoe-polusladkoe-beloe-muskatnoe-zgu-krym-2018/
256;Севастопольское. вино игристое розовое полусладкое мускатное. ЗГУ «Крым»  2018;Игристое;4603728001180;Крымское;;2019;2018;Полусладкое;Розовое;370;0.75;79.86;3.993;https://rskrf.ru//goods/sevastopolskoe-vino-igristoe-rozovoe-polusladkoe-muskatnoe-zgu-krym-2018/
257;Севастопольское. вино игристое полусладкое белое. ЗГУ «Крым»  2018;Игристое;4603728001142;Крымское;;2019;2018;Полусладкое;Белое;320;0.75;78.6;3.930;https://rskrf.ru//goods/sevastopolskoe-vino-igristoe-polusladkoe-beloe-zgu-krym-2018/
258;Крымское. вино игристое. красное полусладкое. Севастопольское с ЗГУ «Крым»  2018;Игристое;4603728001005;Крымское;;2019;2018;Полусладкое;Красное;350;0.75;77.45;3.873;https://rskrf.ru//goods/krymskoe-vino-igristoe-krasnoe-polusladkoe-sevastopolskoe-s-zgu-krym-2018/
259;Крымское. вино игристое. брют розовое. Севастопольское с ЗГУ «Крым»  2018;Игристое;4603728000862;Крымское;;2019;2018;Брют;Розовое;370;0.75;76.34;3.817;https://rskrf.ru//goods/krymskoe-vino-igristoe-bryut-rozovoe-sevastopolskoe-s-zgu-krym-2018/
260;Крымский бриз. вино игристое. белое полусладкое  2018;Игристое;4623721510229;Крымское;;2019;2018;Полусладкое;Белое;259;0.75;75.8;3.790;https://rskrf.ru//goods/krymskiy-briz-vino-igristoe-beloe-polusladkoe-2018/
261;Крымское. Севастопольское. вино игристое. брют белое с ЗГУ «Крым»  2018;Игристое;4603728001203;Крымское;;2019;2018;Брют;Белое;330;0.75;74.35;3.718;https://rskrf.ru//goods/krymskoe-sevastopolskoe-vino-igristoe-bryut-beloe-s-zgu-krym-2018/
262;Крымское. игристое вино. полусладкое красное. ЗГУ  2017;Игристое;4601129600834;Крымское;;2019;2017;Полусладкое;Красное;303;0.75;73.49;3.675;https://rskrf.ru//goods/krymskoe-igristoe-vino-polusladkoe-krasnoe-zgu-2017/
263;Крымское. игристое вино. брют белое. ЗГУ 2017;Игристое;4601129600711;Крымское;;2019;2017;Брют;Белое;310;0.75;65.9;3.295;https://rskrf.ru//goods/krymskoe-igristoe-vino-bryut-beloe-zgu-2017/
264;Крымское Эксклюзивное. вино сухое красное с ЗГУ  2018;Красное;4601129600100;Крымское Эксклюзивное;;2019;2018;Сухое;Красное;337;0.75;69.55;3.478;https://rskrf.ru//goods/krymskoe-eksklyuzivnoe-vino-sukhoe-krasnoe-s-zgu-2018/
265;Крымское Эксклюзивное. вино сухое белое с ЗГУ  2018;Белое;4601129600094;Крымское Эксклюзивное;;2019;2018;Сухое;Белое;330;0.75;68.49;3.425;https://rskrf.ru//goods/krymskoe-eksklyuzivnoe-vino-sukhoe-beloe-s-zgu-2018/
266;Цимлянский Черный 2017;Красное;4607062866665;Кубань-Вино;КУБАНЬ-ВИНО ООО;2018;2017;Сухое;Красное;369;0.75;82.1;4.105;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-tsimlyan-a30a24/
267;Резерв Премьер Руж. вино выдержанное сухое красное географического наименования 2017;Красное;4630037250688;Кубань-Вино;;2019;2017;Сухое;Красное;522;0.75;81.11;4.056;https://rskrf.ru//goods/kuban-vino-shato-taman-rezerv-premer-ruzh-vino-geograficheskogo-naimenovaniya-vyderzhannoe-sukhoe-kr/
268;Шато Тамань Красностоп Анчелотта. вино сухое красное. ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4630037251203;Кубань-Вино;;2019;2018;Сухое;Красное;199;0.75;80.36;4.018;https://rskrf.ru//goods/kuban-vino-shato-taman-krasnostop-anchelotta-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-2018/
269;Гибридные и автохтонные сорта. Франковка. вино сухое красное. ЗГУ «Кубань. Таманский полуостров» 2018;Красное;4607062864210;Кубань-Вино;;2019;2018;Сухое;Красное;261;0.75;79.86;3.993;https://rskrf.ru//goods/kuban-vino-gibridnye-i-avtokhtonnye-sorta-frankovka-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasn/
270;Аристов Санджовезе. вино сухое красное. ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4607062864913;Кубань-Вино;;2019;2018;Сухое;Красное;252;0.75;79.11;3.957;https://rskrf.ru//goods/kuban-vino-aristov-sandzhoveze-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-2018/
271;Кубань-Вино Амур. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое красное 2018;Красное;4607062864227;Кубань-Вино;"ООО ""Кубань-Вино""";2020;2018;Сухое;Красное;359;0.75;79;3.950;https://rskrf.ru//goods/kuban-vino-amur-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-2018/
272;Амур 2017;Красное;4607062864227;Кубань-Вино;КУБАНЬ-ВИНО ООО;2018;2017;Сухое;Красное;336;0.75;78.43;3.922;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-amur-sukhoe-krasnoe/
273;Красное Тамани. вино полусладкое красное географического наименования  2017;Красное;4607062869123;Кубань-Вино;;2019;2017;Полусладкое;Красное;295;0.75;79.28;3.900;https://rskrf.ru//goods/kuban-vino-krasnoe-tamani-vino-geograficheskogo-naimenovaniya-polusladkoe-krasnoe-2017/
274;Таманское 1956. Каберне. вино сухое красное с ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4607062864593;Кубань-Вино;;2019;2018;Сухое;Красное;189;0.75;77.85;3.893;https://rskrf.ru//goods/tamanskoe-1956-kaberne-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
275;Кубань-Вино. Шато-Тамань Дуо. вино столовое полусладкое красное  2018;Красное;4607062868041;Кубань-Вино;;2019;2018;Полусладкое;Красное;242;0.75;77.45;3.873;https://rskrf.ru//goods/kuban-vino-shato-taman-duo-vino-stolovoe-polusladkoe-krasnoe-2018/
276;Шато Тамань. вино столовое полусладкое красное  2018;Красное;4607062868041;Кубань-Вино;;2019;2018;Полусладкое;Красное;294;0.75;77.43;3.872;https://rskrf.ru//goods/shato-taman-vino-stolovoe-polusladkoe-krasnoe-2018/
277;Кубань-Вино. Вина Тамани Изабелла. Вино столовое полусладкое красное  2019;Красное;4607062864586;Кубань-Вино;"ООО ""Кубань-Вино"" Россия. 353531. Краснодарский край. Темрюкский район. ст. Старотитаровская. ул. За";2020;2019;Полусладкое;Красное;189;0.7;77.09;3.855;https://rskrf.ru//goods/kuban-vino-vina-tamani-izabella-vino-stolovoe-polusladkoe-krasnoe-2019/
278;Шато Тамань ДУО. вино сухое красное с ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4630037250824;Кубань-Вино;;2019;2018;Сухое;Красное;216;0.75;76.72;3.836;https://rskrf.ru//goods/shato-taman-duo-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
279;Раевское. Русские сказки. Аленький цветочек. вино столовое сухое красное  2015;Красное;4699301416103;Кубань-Вино;;2019;2015;Сухое;Красное;598;0.75;76.67;3.834;https://rskrf.ru//goods/raevskoe-russkie-skazki-alenkiy-tsvetochek-vino-stolovoe-sukhoe-krasnoe-2015/
280;Гибридные и автохтонные сорта. Цимлянский черный. вино сухое красное с ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4607062864234;Кубань-Вино;;2019;2018;Сухое;Красное;261;0.75;76.28;3.814;https://rskrf.ru//goods/gibridnye-i-avtokhtonnye-sorta-tsimlyanskiy-chernyy-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluos/
281;Кубань-Вино. Коллекция винодела. Мерло. вино столовое полусладкое красное  2018;Красное;4607062866214;Кубань-Вино;;2019;2018;Полусладкое;Красное;179;0.75;76.11;3.806;https://rskrf.ru//goods/kuban-vino-kollektsiya-vinodela-merlo-vino-stolovoe-polusladkoe-krasnoe-2018/
282;Шато Тамань. Красное Тамани. вино сухое красное с ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4630037250497;Кубань-Вино;;2019;2018;Сухое;Красное;189;0.75;75.57;3.779;https://rskrf.ru//goods/shato-taman-krasnoe-tamani-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
283;Кубань-Вино Вина Тамани Каберне. Вино столовое сухое красное  2019;Красное;46070628666665;Кубань-Вино;"ООО ""Кубань-Вино""";2020;2019;Сухое;Красное;283;0.75;74.92;3.746;https://rskrf.ru//goods/kuban-vino-vina-tamani-kaberne-vino-stolovoe-sukhoe-krasnoe-2019/
284;Кубань-Вино. Аристов 8. Низкоалкогольное. вино - сухое красное с ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4630037251067;Кубань-Вино;;2019;2018;Сухое;Красное;326;0.75;74.73;3.737;https://rskrf.ru//goods/kuban-vino-aristov-8-nizkoalkogolnoe-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
285;Ангелы и Демоны. Каберне белое 2017;Белое;4607062865170;Кубань-Вино;КУБАНЬ-ВИНО ООО;2018;2017;Сухое;Белое;302;0.75;83.47;4.174;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-angely-i-demony-kaberne/
286;Высокий берег. Грюнер Вельтлинер 2017;Белое;4607062863916;Кубань-Вино;КУБАНЬ-ВИНО ООО;2018;2017;Сухое;Белое;493;0.75;82.6;4.130;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-beloe-vysokiy-bereg-gryuner-veltliner/
287;Шато Тамань Ркацители Мюллер Тургау. вино сухое белое. ЗГУ «Кубань. Таманский полуостров» 2018;Белое;4630037251180;Кубань-Вино;;2019;2018;Сухое;Белое;199;0.75;82.43;4.122;https://rskrf.ru//goods/kuban-vino-shato-taman-rkatsiteli-myuller-turgau-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-20/
288;Шато Тамань Мускат Тамани. вино полусладкое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4607062864012;Кубань-Вино;;2019;2018;Полусладкое;Белое;315;0.75;81.72;4.086;https://rskrf.ru//goods/kuban-vino-shato-taman-muskat-tamani-vino-zgu-kuban-tamanskiy-poluostrov-polusladkoe-beloe-2018-/
289;Высокий Берег Мюллер-Тургау. вино сухое белое. ЗГУ «Кубань»  2018;Белое;4607062863923;Кубань-Вино;;2019;2018;Сухое;Белое;387;0.75;80.15;4.008;https://rskrf.ru//goods/kuban-vino-vysokiy-bereg-myuller-turgau-vino-zgu-kuban-sukhoe-beloe-2018/
290;Гибридные и автохтонные сорта Ркацители. вино сухое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4607062864241;Кубань-Вино;;2019;2018;Сухое;Белое;261;0.75;79.82;3.991;https://rskrf.ru//goods/kuban-vino-gibridnye-i-avtokhtonnye-sorta-rkatsiteli-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-belo/
291;Таманское 1956 Шардоне. вино сухое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4607062864586;Кубань-Вино;;2019;2018;Сухое;Белое;189;0.75;79.66;3.983;https://rskrf.ru//goods/kuban-vino-tamanskoe-1956-shardone-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018/
292;Высокий берег. Мюллер-Тургау  2017;Белое;4607062863923;Кубань-Вино;КУБАНЬ-ВИНО ООО;2018;2017;Сухое;Белое;497;0.75;79.43;3.972;https://rskrf.ru//goods/vino-s-zashchishchennym-georgaficheskim-ukazaniem-kuban-sukhoe-beloe-vysokiy-bereg-myuller-turgau-go/
293;Шато Тамань Мускат Тамани. вино сухое белое. ЗГУ «Кубань. Таманский полуостров» 2018;Белое;4607062864005;Кубань-Вино;;2019;2018;Сухое;Белое;315;0.75;79.18;3.959;https://rskrf.ru//goods/kuban-vino-shato-taman-muskat-tamani-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018/
294;Кубань-Вино Вина Тамани Шардоне. Вино столовое сухое белое  2019;Белое;4607062864241;Кубань-Вино;"ООО ""Кубань-Вино""";2020;2019;Сухое;Белое;283;0.75;78.83;3.942;https://rskrf.ru//goods/kuban-vino-vina-tamani-shardone-vino-stolovoe-sukhoe-beloe-2019-bez-ukazaniya-goda/
295;Коллекция винодела Шардоне. вино столовое полусладкое белое 2018;Белое;4607062866207;Кубань-Вино;;2019;2018;Полусладкое;Белое;179;0.75;78.73;3.937;https://rskrf.ru//goods/kuban-vino-kollektsiya-vinodela-shardone-stolovoe-polusladkoe-beloe-2018/
296;Кубань-Вино Шардоне. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4607062864586;Кубань-Вино;"ООО ""Кубань-Вино"" Россия. 353531. Краснодарский край. Темрюкский район. ст. Старотитаровская. ул. д2";2020;2019;Сухое;Белое;279;0.75;77.59;3.880;https://rskrf.ru//goods/kuban-vino-shardone-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-bez-ukazaniya-goda/
297;Таманское. вино столовое белое полусладкое  2018;Белое;4607062867174;Кубань-Вино;;2019;2018;Полусладкое;Белое;129;0.75;75.68;3.784;https://rskrf.ru//goods/tamanskoe-vino-stolovoe-beloe-polusladkoe-2018/
298;Шардоне Таманское. вино столовое полусладкое белое 2017;Белое;4607062868690;Кубань-Вино;;2019;2017;Полусладкое;Белое;244;0.75;74.4;3.720;https://rskrf.ru//goods/shardone-tamanskoe-vino-stolovoe-polusladkoe-beloe-2017/
299;Аристов 8. вино сухое белое. с ЗГУ «Кубань. Таманский полуостров»;Белое;4630037251081;Кубань-Вино;;2019;Без указания года;Сухое;Белое;359;0.75;74.28;3.714;https://rskrf.ru//goods/aristov-8-vino-sukhoe-beloe-s-zgu-kuban-tamanskiy-poluostrov-/
300;Ланце. вино сухое белое с ЗГУ «Кубань. Таманский полуостров»  2017;Белое;4630037250220;Кубань-Вино;;2019;2017;Сухое;Белое;196;0.75;68.99;3.450;https://rskrf.ru//goods/lantse-vino-sukhoe-beloe-s-zgu-kuban-tamanskiy-poluostrov-2017/
301;Таманское. вино столовое сухое белое  2018;Белое;4607062863183;Кубань-Вино;;2019;2018;Сухое;Белое;139;0.75;68.35;3.418;https://rskrf.ru//goods/tamanskoe-vino-stolovoe-sukhoe-beloe-2018/
302;Шато Тамань. Роза Тамани. вино полусладкое розовое с ЗГУ «Кубань. Таманский полуостров» 2018;Розовое;4607062864029;Кубань-Вино;;2019;2018;Полусладкое;Розовое;315;0.75;79.9;3.995;https://rskrf.ru//goods/shato-taman-roza-tamani-vino-polusladkoe-rozovoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
303;Шато Тамань. Цветы. Роза Тамани. вино сухое розовое с ЗГУ «Кубань. Таманский полуостров»  2018;Розовое;4630037250503;Кубань-Вино;;2019;2018;Сухое;Розовое;189;0.75;77.12;3.856;https://rskrf.ru//goods/shato-taman-tsvety-roza-tamani-vino-sukhoe-rozovoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
304;Шато Тамань. Селект Розе. вино сухое розовое географического наименования  2016;Розовое;4607062869826;Кубань-Вино;;2019;2016;Сухое;Розовое;413;0.75;75.61;3.781;https://rskrf.ru//goods/shato-taman-selekt-roze-vino-sukhoe-rozovoe-geograficheskogo-naimenovaniya-2016/
305;Таманское. вино столовое розовое полусладкое  2018;Розовое;4630037251050;Кубань-Вино;;2019;2018;Полусладкое;Розовое;139;0.75;75.5;3.775;https://rskrf.ru//goods/tamanskoe-vino-stolovoe-rozovoe-polusladkoe-2018/
306;Аристов 8. низкоалкогольное вино. сухое розовое с ЗГУ «Кубань. Таманский полуостров»  2018;Розовое;4630037251074;Кубань-Вино;;2019;2018;Сухое;Розовое;359;0.75;71.66;3.583;https://rskrf.ru//goods/aristov-8-nizkoalkogolnoe-vino-sukhoe-rozovoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
307;Вина Тамани Кагор 32. ликерное вино с ЗГУ «Кубань. Таманский полуостров» (специальное вино)  2018;Ликерное;4630037250466;Кубань-Вино;"ООО ""Кубань-Вино""";2020;2018;Сладкое;Красное;497;0.75;83.65;4.183;https://rskrf.ru//goods/vina-tamani-kagor-32-likernoe-vino-s-zgu-kuban-tamanskiy-poluostrov-spetsialnoe-vino-2018/
308;Кагор Тамани десертный 2017;Ликерное;4607062866931;Кубань-Вино;КУБАНЬ-ВИНО ООО;2018;2017;Сладкое;Красное;339;0.75;79.55;3.978;https://rskrf.ru//goods/napitok-vinnyy-kagor-tamani-desertnyy-/
309;Вина Тамани. Кагор 32 десертный. ликерное специальное вино с ЗГУ «Кубань. Таманский полуостров»  2018;Ликерное;4630037250466;Кубань-Вино;;2019;2018;Сладкое;Красное;316;0.75;77.6;3.880;https://rskrf.ru//goods/vina-tamani-kagor-32-desertnyy-likernoe-spetsialnoe-vino-s-zgu-kuban-tamanskiy-poluostrov-2018/
310;"
                        Кубань-Вино (брют белое)                     ";Игристое;4607062866702;Кубань-Вино;КУБАНЬ-ВИНО ООО;2018;Без указания года;Брют;Белое;199;0.75;83.46;4.173;https://rskrf.ru//goods/rossiyskoe-shampanskoe-kuban-vino-bryut-beloe/
311;Шато Тамань Резерв. вино игристое выдержанное экстра брют белое с защищенным наименованием места происхождения 2017;Игристое;4630037250725;Кубань-Вино;;2019;2017;Брют Экстра;Белое;450;0.75;81.98;4.099;https://rskrf.ru//goods/shato-taman-rezerv-vino-igristoe-vyderzhannoe-ekstra-bryut-beloe-s-zashchishchennym-naimenovaniem-me/
312;Aristov (брют розовое) 2017;Игристое;4607062264135;Кубань-Вино;КУБАНЬ-ВИНО ООО;2018;2017;Брют;Розовое;315;0.75;81.61;4.081;https://rskrf.ru//goods/igristoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-bryut-rozovoe-/
313;Шато Тамань. Роза Тамани. вино игристое полусухое розовое. ЗГУ «Кубань. Таманский полуостров» 2016;Игристое;4607062864364;Кубань-Вино;;2019;2016;Полусухое;Розовое;324;0.75;80.93;4.047;https://rskrf.ru//goods/shato-taman-roza-tamani-vino-igristoe-polusukhoe-rozovoe-zgu-kuban-tamanskiy-poluostrov-2016/
314;Шато Тамань Резерв. вино розовое игристое выдержанное экстра брют с защищенным наименованием места происхождения 2017;Игристое;4630037250749;Кубань-Вино;;2019;2017;Брют Экстра;Розовое;486;0.75;80.8;4.040;https://rskrf.ru//goods/shato-taman-rezerv-vino-rozovoe-igristoe-vyderzhannoe-ekstra-bryut-s-zashchishchennym-naimenovaniem-/
315;Таманское 1956. вино игристое полусладкое розовое. ЗГУ «Кубань. Таманский полуостров» 2018;Игристое;4607062865330;Кубань-Вино;;2019;2018;Полусладкое;Розовое;243;0.75;80.25;4.013;https://rskrf.ru//goods/tamanskoe-1956-vino-igristoe-polusladkoe-rozovoe-zgu-kuban-tamanskiy-poluostrov-2018/
316;Леонсия. Российское шампанское. полусладкое белое 2018;Игристое;4630037250138;Кубань-Вино;;2019;2018;Полусладкое;Белое;164;0.75;80.2;4.010;https://rskrf.ru//goods/leonsiya-rossiyskoe-shampanskoe-polusladkoe-beloe-2018/
317;Шато Тамань. Белое Тамани. вино полусухое белое. ЗГУ «Кубань. Таманский полуостров» 2017;Игристое;4607062864357;Кубань-Вино;;2019;2017;Полусухое;Белое;324;0.75;80;4.000;https://rskrf.ru//goods/shato-taman-beloe-tamani-vino-polusukhoe-beloe-zgu-kuban-tamanskiy-poluostrov-2017/
318;Леонсия. Российское шампанское. брют белое 2018;Игристое;4630037250121;Кубань-Вино;;2019;2018;Брют;Белое;164;0.75;79.9;3.995;https://rskrf.ru//goods/leonsiya-rossiyskoe-shampanskoe-bryut-beloe-2018/
319;"
                        Кубань-Вино (полусухое белое)                     ";Игристое;4607062862933;Кубань-Вино;КУБАНЬ-ВИНО ООО;2018;Без указания года;Полусухое;Белое;327;0.75;79.85;3.993;https://rskrf.ru//goods/rossiyskoe-shampanskoe-polusukhoe-beloe-kuban-vino/
320;Шато Тамань. вино игристое брют розовое. ЗГУ «Кубань. Таманский полуостров»  2018;Игристое;4607062864333;Кубань-Вино;;2019;2018;Брют;Розовое;369;0.75;79.72;3.986;https://rskrf.ru//goods/shato-taman-vino-igristoe-bryut-rozovoe-zgu-kuban-tamanskiy-poluostrov-2018/
321;Российское шампанское. полусладкое белое 2018;Игристое;4607062862926;Кубань-Вино;;2019;2018;Полусладкое;Белое;234;0.75;79.49;3.975;https://rskrf.ru//goods/rossiyskoe-shampanskoe-polusladkoe-beloe-2018/
322;Таманское 1956. вино игристое брют белое. ЗГУ «Кубань. Таманский полуостров» 2018;Игристое;4607062865316;Кубань-Вино;;2019;2018;Брют;Белое;243;0.75;78.49;3.925;https://rskrf.ru//goods/tamanskoe-1956-vino-igristoe-bryut-beloe-zgu-kuban-tamanskiy-poluostrov-2018/
323;Российское шампанское. брют белое 2018;Игристое;4607062862919;Кубань-Вино;;2019;2018;Брют;Белое;234;0.75;77.29;3.865;https://rskrf.ru//goods/rossiyskoe-shampanskoe-bryut-beloe-2018/
324;Коллекция Винодела. Пино Блан. вино игристое. брют белое 2018;Игристое;4607062866245;Кубань-Вино;;2019;2018;Брют;Белое;184;0.75;77.11;3.856;https://rskrf.ru//goods/kollektsiya-vinodela-pino-blan-vino-igristoe-bryut-beloe-2018/
325;Шато Тамань. Цветы. Белое Тамани. вино сухое белое с ЗГУ «Кубань. Таманский полуостров» 2018;Игристое;4630037250480;Кубань-Вино;;2019;2018;Сухое;Белое;189;0.75;76.1;3.805;https://rskrf.ru//goods/shato-taman-tsvety-beloe-tamani-vino-sukhoe-beloe-s-zgu-kuban-tamanskiy-poluostrov-2018/
326;Таманское 1956. игристое вино. полусладкое белое с ЗГУ «Кубань. Таманский полуостров»  2017;Игристое;4607062865323;Кубань-Вино;;2019;2017;Полусладкое;Белое;243;0.75;74.35;3.718;https://rskrf.ru//goods/tamanskoe-1956-igristoe-vino-polusladkoe-beloe-s-zgu-kuban-tamanskiy-poluostrov-2017/
327;Ангелы и демоны Каберне красное. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое красное  2019;Красное;4607062865163;Кубань-Вино;"ООО ""Кубань-Вино""";2020;2019;Сухое;Красное;330;0.75;82.07;4.104;https://rskrf.ru//goods/angely-i-demony-kaberne-krasnoe-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-2019/
328;Ангелы и демоны Каберне белое. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4607062865170;Кубань-Вино;"ООО ""Кубань-Вино""";2020;2019;Сухое;Белое;325;0.75;79.26;3.963;https://rskrf.ru//goods/angely-i-demony-kaberne-beloe-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-bez-ukazaniya-/
329;"
                        Классическая коллекция. вино сухое красное географического наименования                     ";Красное;4699301416120;Ликурия;;2019;Без указания года;Сухое;Красное;460;0.75;80.48;4.024;https://rskrf.ru//goods/likuriya-klassicheskaya-kollektsiya-likuriya-vino-geograficheskogo-naimenovaniya-sukhoe-krasnoe/
330;"
                        Классическая коллекция. Мерло. вино сухое красное. географического наименования                     ";Красное;4650061610432;Ликурия;;2019;Без указания года;Сухое;Красное;419;0.75;77.67;3.884;https://rskrf.ru//goods/klassicheskaya-kollektsiya-merlo-vino-sukhoe-krasnoe-geograficheskogo-naimenovaniya-/
331;Ликурия Мерло 2016;Красное;4699301416120;Ликурия;ЛЕФКАДИЯ ООО;2018;2016;Сухое;Красное;520;0.75;81.1;4.055;https://rskrf.ru//goods/likuriya-sukhoe-krasnoe-sorta-vinograda-merlo/
332;Каберне Совиньон. вино сухое красное географического наименования «Кубань» 2016;Красное;4650061610425;Ликурия;;2019;2016;Сухое;Красное;623;0.75;80.34;4.017;https://rskrf.ru//goods/likuriya-kaberne-sovinon-vino-geograficheskogo-naimenovaniya-kuban-sukhoe-krasnoe-2016/
333;"
                        Ликурия белое                     ";Белое;4699301416113;Ликурия;ЛЕФКАДИЯ ООО;2018;Без указания года;Сухое;Белое;520;0.75;81.5;4.075;https://rskrf.ru//goods/likuriya-sukhoe-beloe-sorta-vinograda-shardone/
334;Ликурия Rkatsiteli 2017. Вино сухое белое;Белое;4699301417202;Ликурия;"ООО АФ ""Саук-Дере""";2020;Без указания года;Сухое;Белое;595;0.75;80.09;4.005;https://rskrf.ru//goods/likuriya-rkatsiteli-2017-vino-sukhoe-beloe-bez-ukazaniya-goda/
335;Ликурия Шардоне  2016;Белое;4650061610654;Ликурия;ЛЕФКАДИЯ ООО;2018;2016;Сухое;Белое;630;0.75;79.11;3.956;https://rskrf.ru//goods/likuriya-shardone-2016-sukhoe-beloe/
336;"
                        Классическая коллекция. вино сухое белое. с ЗГУ «Кубань»                     ";Белое;4699301417219;Ликурия;;2019;Без указания года;Сухое;Белое;419;0.75;75.11;3.756;https://rskrf.ru//goods/klassicheskaya-kollektsiya-vino-sukhoe-beloe-s-zgu-kuban-/
337;"
                        Российское шампанское. брют белое                     ";Игристое;4606285007732;Ликурия;;2019;Без указания года;Брют;Белое;265;0.75;80.54;4.027;https://rskrf.ru//goods/rossiyskoe-shampanskoe-bryut-beloe--8f480b/
338;Ликурия Российское шампанское полусладкое белое  2018;Игристое;4606285007756;Ликурия;"ООО ""Лефкадия""";2020;2018;Полусладкое;Белое;589;0.75;80.17;4.009;https://rskrf.ru//goods/likuriya-rossiyskoe-shampanskoe-polusladkoe-beloe-2018/
339;"
                        Ликурия. Российское шампанское. полусладкое белое                     ";Игристое;4606285007756;Ликурия;;2019;Без указания года;Полусладкое;Белое;265;0.75;77.78;3.889;https://rskrf.ru//goods/likuriya-rossiyskoe-shampanskoe-polusladkoe-beloe-/
340;Токай Южнобережный 2012;Ликерное;4680017724272;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2012;Сладкое;Белое;660;0.75;87.71;4.386;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzhannoe-beloe--73be4d/
341;Портвейн розовый Алушта 2014;Ликерное;4680017724142;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2014;Сладкое;Розовое;387;0.75;81.6;4.080;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-rozovoe-portveyn-ro/
342;Портвейн красный Ливадия  2012;Ликерное;4680017724111;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2012;Сладкое;Красное;513;0.75;81.71;4.086;https://rskrf.ru//goods/portveyn-krasnyy-livadiya-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzh/
