N;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
427;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» сухое красное «Каберне» 2020;Красное;4630037252675;Кубань-Вино;"ООО ""КУБАНЬ-ВИНО""";2021;2020;Сухое;Красное;249;075;78;3.9000;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-kaberne--75bf58/
428;КачаБель, Каберне Совиньон, вино столовое сухое красное  2017;Красное;4610017111864;КачаБель;;2019;2017;Сухое;Красное;570;075;77.99;3.8995;https://rskrf.ru//goods/kachabel-kaberne-sovinon-vino-stolovoe-sukhoe-krasnoe-2017/
429;Вино с защищенным географическим указанием «Долина Дона» сухое красное «Вилла Звезда Мерло» ;Красное;4630016401384;Вилла Звезда;"ООО ""ВИЛЛА ЗВЕЗДА""";2021;;Сухое;Красное;346;075;77.92;3.8960;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-dolina-dona-sukhoe-krasnoe-villa-zvezda-merlo-/
430;Вино столовое полусладкое красное «Крымское эксклюзивное Мерло» ;Красное;4601129600056;Крымский винный завод;"ООО ""КРЫМСКИЙ ВИННЫЙ ЗАВОД""";;;Полусладкое;Красное;335;075;77.92;3.8960;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-krymskoe-eksklyuzivnoe-merlo-bez-ukazaniya-goda/
431;Вино столовое полусладкое красное «Купаж красный Абрау» ;Красное;4630027300096;Абрау;"ООО ""ЛОЗА""";2021;;Полусладкое;Красное;350;075;77.91;3.8955;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-kupazh-krasnyy-abrau-/
432;Вино столовое полусладкое красное «Мильстрим 1936» ;Красное;4606285010077;Мильстрим-Черноморские Вина;"ООО ""АПК МИЛЬСТРИМ-ЧЕРНОМОРСКИЕ ВИНА""";2021;;Полусладкое;Красное;280;;77.91;3.8955;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-milstrim-1936-/
433;Вино полусухое красное «Шато Руж» ;Красное;4650134100440;Inkerman;"ООО ""ИНКЕРМАНСКИЙ ЗАВОД МАРОЧНЫХ ВИН""";2021;;Полусухое;Красное;255;07;77.9;3.8950;https://rskrf.ru//goods/vino-polusukhoe-krasnoe-shato-ruzh-/
434;Рэд Вилино, вино сухое красное с ЗГУ «Крым»  2018;Красное;4660016611346;Alma Valley;;2019;2018;Сухое;Красное;239;075;77.86;3.8930;https://rskrf.ru//goods/red-vilino-vino-sukhoe-krasnoe-s-zgu-krym-2018/
435;Таманское 1956, Каберне, вино сухое красное с ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4607062864593;Кубань-Вино;;2019;2018;Сухое;Красное;189;075;77.85;3.8925;https://rskrf.ru//goods/tamanskoe-1956-kaberne-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
436;Вино столовое полусладкое красное «Изабелла. Крымский Погребок»  ;Красное;4623721103223;Crimean Cellar;"ООО ""ВИННЫЙ ДОМ ФОТИСАЛЬ""";2021;;Полусладкое;Красное;306;075;77.83;3.8915;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-izabella-krymskiy-pogrebok-/
437;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» полусладкое красное «Мерло» 2020;Красное;4630037252637;Кубань-Вино;"ООО ""КУБАНЬ-ВИНО""";2021;2020;Полусладкое;Красное;249;075;77.82;3.8910;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-polusladkoe-krasnoe-mer-99f124/
438;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» сухое красное «Шато Тамань Селект Руж» 2020;Красное;4607062864562;Шато Тамань;"ООО ""КУБАНЬ-ВИНО""";2021;2020;Сухое;Красное;379;075;77.82;3.8910;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-shato-ta-7b0858/
439;Вино столовое сухое красное «Цимлянский Черный – Мерло. Ривьера» ;Красное;4600068049360;Южная винная компания;"АО МПБК ""ОЧАКОВО""";2021;;Сухое;Красное;179;075;77.82;3.8910;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-tsimlyanskiy-chernyy-merlo-rivera-/
440;Коллекция WMS, Каберне Инкерман, вино столовое сухое красное с ЗГУ «Крым»  2016;Красное;4623722067463;Inkerman;;2019;2016;Сухое;Красное;466;075;77.8;3.8900;https://rskrf.ru//goods/kollektsiya-wms-kaberne-inkerman-vino-stolovoe-sukhoe-krasnoe-s-zgu-krym-2016/
441;Премиум коллекция, Саперави, вино столовое сухое, красное ;Красное;46030003652287;VINATERRA;;2019;Без указания года;Сухое;Красное;376;075;77.8;3.8900;https://rskrf.ru//goods/premium-kollektsiya-saperavi-vino-stolovoe-sukhoe-krasnoe-/
442;«Крымская Ночь», вино столовое полусладкое красное ;Красное;4623721198199;Крымская Ночь;"ООО ""ИНТЕРФИН""";2021;;Полусладкое;Красное;566;075;77.73;3.8865;https://rskrf.ru//goods/krymskaya-noch-vino-stolovoe-polusladkoe-krasnoe-/
443;Chateau Pinot Гравитация Пино Нуар. Вино с ЗГУ «Кубань. Новороссийск». Красное полусладкое  2019;Красное;4680074270071;Chateau Pinot;"ООО ""Винодельня Шато Пино""";2020;2019;Полусладкое;Красное;399;075;77.72;3.8860;https://rskrf.ru//goods/chateau-pinot-gravitatsiya-pino-nuar-vino-s-zgu-kuban-novorossiysk-krasnoe-polusladkoe-2019/
444;Саук-Дере Классика мерло. Вино с ЗГУ «Кубань». Полусладкое красное 2019;Красное;4607191010625;Саук-Дере;"ООО АФ ""Саук-Дере""";2020;2019;Сухое;Красное;279;075;77.72;3.8860;https://rskrf.ru//goods/sauk-dere-klassika-merlo-vino-s-zgu-kuban-polusladkoe-krasnoe-2019/
445;Солнечная Долина, Архадерессе, вино для повседневного использования, сухое красное  2018;Красное;4610015991659;Солнечная долина;;2019;2018;Сухое;Красное;209;075;77.72;3.8860;https://rskrf.ru//goods/solnechnaya-dolina-arkhaderesse-vino-dlya-povsednevnogo-ispolzovaniya-sukhoe-krasnoe-2018/
446;Коктебель, Каберне Совиньон, Армутлукская долина, вино сухое красное с ЗГУ «Крым»  2016;Красное;4680020410636;Коктебель;;2019;2016;Сухое;Красное;484;075;77.71;3.8855;https://rskrf.ru//goods/koktebel-kaberne-sovinon-armutlukskaya-dolina-vino-sukhoe-krasnoe-s-zgu-krym-2016/
447;Классическая коллекция, Мерло, вино сухое красное, географического наименования ;Красное;4650061610432;LIKURIA;;2019;Без указания года;Сухое;Красное;419;075;77.67;3.8835;https://rskrf.ru//goods/klassicheskaya-kollektsiya-merlo-vino-sukhoe-krasnoe-geograficheskogo-naimenovaniya-/
448;Вино с защищенным географическим указанием «Кубань» сухое красное «Мерло. Адагум Вэлли» 2020;Красное;4610094281580;Адагум;"ООО ""ОЛИМП""";2021;2020;Сухое;Красное;377;075;77.67;3.8835;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-krasnoe-merlo-adagum-velli-2021/
449;Вино столовое сухое красное «Мерло и Каберне Совиньон», «Усадьба Перовских» 2019;Красное;4610017110256;Усадьба Перовских;"ООО ""ВЕЙН УНД ВАССЕР""";2021;2019;Сухое;Красное;494;075;77.67;3.8835;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-merlo-i-kaberne-sovinon-usadba-perovskikh-2019/
450;Вино защищенного географического указания «Долина Дона» сухое красное «Цимлянский Резерв. Цимлянский Черный» 2019;Красное;4600735005279;Цимлянские вина;"ОАО ""ЦИМЛЯНСКИЕ ВИНА""";2021;2019;Сухое;Красное;340;075;77.67;3.8835;https://rskrf.ru//goods/vino-zashchishchennogo-geograficheskogo-ukazaniya-dolina-dona-sukhoe-krasnoe-tsimlyanskiy-rezerv-tsi/
451;Sun Valley. Вино столовое полусладкое красное ;Красное;4610015991772;Sun Valley;"АО ""Солнечная Долина""";2020;Без указания года;Полусладкое;Красное;234;075;77.66;3.8830;https://rskrf.ru//goods/sun-valley-vino-stolovoe-polusladkoe-krasnoe-/
452;Мерло, вино с защищенным географическим указанием «Крым», полусухое красное 2019;Красное;4680020412371;Коктебель;"ООО ""ЗАВОД МАРОЧНЫХ ВИН КОКТЕБЕЛЬ""";2021;2019;Полусухое;Красное;420;075;77.64;3.8820;https://rskrf.ru//goods/merlo-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-polusukhoe-krasnoe-2019/
453;Коллекция Классическая, вино красное столовое полусухое  ;Красное;4623720857758;Inkerman;;2019;Без указания года;Полусухое;Красное;459;075;77.6;3.8800;https://rskrf.ru//goods/kollektsiya-klassicheskaya-vino-krasnoe-stolovoe-polusukhoe-/
454;Каберне, вино сухое красное, ЗГУ  2017;Красное;4620018811304;Villa Krim;;2019;2017;Сухое;Красное;249;075;77.6;3.8800;https://rskrf.ru//goods/kaberne-vino-sukhoe-krasnoe-zgu-2017/
455;Новое русское вино, Каберне Мерло, вино сухое красное с ЗГУ «Кубань. Крымск»  2018;Красное;4607964860297;Саук-Дере;;2019;2018;Сухое;Красное;340;075;77.6;3.8800;https://rskrf.ru//goods/novoe-russkoe-vino-kaberne-merlo-vino-sukhoe-krasnoe-s-zgu-kuban-krymsk-2018/
456;Южная винная Компания, Мерло 15, вино столовое сухое красное   2017;Красное;4600068039880;Южная винная компания;;2019;2017;Сухое;Красное;357;075;77.6;3.8800;https://rskrf.ru//goods/yuzhnaya-vinnaya-kompaniya-merlo-15-vino-stolovoe-sukhoe-krasnoe-2017/
457;Русская лоза. Вино столовое полусладкое красное  ;Красное;4630027300232;Русская лоза;"ООО ""Лоза""";2020;Без указания года;Полусладкое;Красное;239;075;77.59;3.8795;https://rskrf.ru//goods/russkaya-loza-vino-stolovoe-polusladkoe-krasnoe-/
458;Винодельня Покровская Мерло. Вино географического наименования сухое красное 2019;Красное;4627120690346;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;2019;Сухое;Красное;540;075;77.58;3.8790;https://rskrf.ru//goods/vinodelnya-pokrovskaya-merlo-vino-geograficheskogo-naimenovaniya-sukhoe-krasnoe-2019/
459;Вино столовое полусладкое красное «Изабелла» ;Красное;4603727031027;Wine Guide;"ООО ""ЕВПАТОРИЙСКИЙ ЗАВОД КЛАССИЧЕСКИХ ВИН""";2021;;Полусладкое;Красное;320;;77.55;3.8775;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-izabella--d3090b/
460;Agora серии Резерв Яхтинг Саперави. Вино с ЗГУ «Крым». Сухое красное  2018;Красное;4607937650122;Agora;"ООО ""Винный Дом Фотисаль""";2020;2018;Сухое;Красное;558;075;77.5;3.8750;https://rskrf.ru//goods/agora-serii-rezerv-yakhting-saperavi-vino-s-zgu-krym-sukhoe-krasnoe-2018/
461;Каберне Совиньон, вино сухое красное с ЗГУ «Кубань»  2018;Красное;4620012636439;Адагум;;2019;2018;Сухое;Красное;303;075;77.5;3.8750;https://rskrf.ru//goods/kaberne-sovinon-vino-sukhoe-krasnoe-s-zgu-kuban-2018/
462;Вино столовое полусладкое красное «Казачьи Погреба» ;Красное;4630016400455;Вилла Звезда;"ООО ""ВИЛЛА ЗВЕЗДА""";2021;;Полусладкое;Красное;217;075;77.5;3.8750;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-kazachi-pogreba-/
463;Вино столовое полусладкое красное «Каберне»  ;Красное;4601129600209;Крымский винный завод;"ООО ""КРЫМСКИЙ ВИННЫЙ ЗАВОД""";2021;;Полусладкое;Красное;255;075;77.5;3.8750;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-kaberne-/
464;Солнечная Долина, Архадерессе, вино для повседневного использования, полусладкое красное  2018;Красное;4610015991697;Солнечная долина;;2019;2018;Полусладкое;Красное;209;075;77.5;3.8750;https://rskrf.ru//goods/solnechnaya-dolina-arkhaderesse-vino-dlya-povsednevnogo-ispolzovaniya-polusladkoe-krasnoe-2018/
465;Вино ординарное полусладкое красное 2020;Красное;4680017725002;Массандра;"АО ""ПРОИЗВОДСТВЕННОЕ-АГРАРНО ОБЪЕДИНЕНИЕ ""МАССАНДРА""";2021;2020;Полусладкое;Красное;319;075;77.46;3.8730;https://rskrf.ru//goods/vino-ordinarnoe-polusladkoe-krasnoe-2020/
466;Кубань-Вино, Шато-Тамань Дуо, вино столовое полусладкое красное  2018;Красное;4607062868041;Кубань-Вино;;2019;2018;Полусладкое;Красное;242;075;77.45;3.8725;https://rskrf.ru//goods/kuban-vino-shato-taman-duo-vino-stolovoe-polusladkoe-krasnoe-2018/
467;Вино столовое сухое красное «Коллекция Ассамбляж. Мерло» 2020;Красное;4606285009767;Мильстрим-Черноморские Вина;"ООО ""АПК МИЛЬСТРИМ-ЧЕРНОМОРСКИЕ ВИНА""";2021;2020;Сухое;Красное;325;075;77.45;3.8725;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-kollektsiya-assamblyazh-merlo-2020/
468;Шато Тамань, вино столовое полусладкое красное  2018;Красное;4607062868041;Кубань-Вино;;2019;2018;Полусладкое;Красное;294;075;77.43;3.8715;https://rskrf.ru//goods/shato-taman-vino-stolovoe-polusladkoe-krasnoe-2018/
469;Цимлянский резерв. Вино столовое сухое красное Цимлянский черный;Красное;4600735005095;Цимлянские вина;"ОАО ""Цимлянские вина""";2020;Без указания года;Сухое;Красное;389;075;77.4;3.8700;https://rskrf.ru//goods/tsimlyanskiy-rezerv-vino-stolovoe-sukhoe-krasnoe-tsimlyanskiy-chernyy-/
470;Вино с защищенным географическим указанием «Крым» сухое красное «Пино-Фран»  ;Красное;4680020411558;Коктебель;"ООО ""ЗАВОД МАРОЧНЫХ ВИН КОКТЕБЕЛЬ""";2021;;Сухое;Красное;299;075;77.36;3.8680;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-pino-fran-/
471;Вино столовое полусладкое красное «Саперави – Мерло. Крымский Погребок»  ;Красное;4630035544833;Crimean Cellar;"ООО ""ВИННЫЙ ДОМ ФОТИСАЛЬ""";2021;;Полусладкое;Красное;277;075;77.33;3.8665;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-saperavi-merlo-krymskiy-pogrebok-/
472;Саперави, Коллекция ;Красное;4606285009989;Анжелика Варум;;2019;Без указания года;Сухое;Красное;400;075;77.33;3.8665;https://rskrf.ru//goods/saperavi-kollektsiya-/
473;Вино столовое сухое красное «Шато ле Гран Восток Каберне Совиньон» ;Красное;4610112380226;Шато Ле Гран Восток;"ООО ""МИСТРАЛЬ ВАЙН""";2021;;Сухое;Красное;469;075;77.3;3.8650;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-shato-le-gran-vostok-kaberne-sovinon-/
474;Вино с защищенным наименованием места происхождения «Южный берег Тамани» сухое красное «Молодое. Шато Тамань» ;Красное;4630037250237;Шато Тамань;"ООО ""КУБАНЬ-ВИНО""";2021;;Сухое;Красное;325;075;77.3;3.8650;https://rskrf.ru//goods/vino-s-zashchishchennym-naimenovaniem-mesta-proiskhozhdeniya-yuzhnyy-bereg-tamani-sukhoe-krasnoe-mol/
475;Вино с защищенным географическим указанием «Крым» полусладкое красное Inspiration of Inkerman «Пино Нуар Инкерман» 2020;Красное;4650134100181;Inkerman;"ООО ""ИНКЕРМАНСКИЙ ЗАВОД МАРОЧНЫХ ВИН""";2021;2020;Полусладкое;Красное;399;075;77.27;3.8635;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-polusladkoe-krasnoe-inspiration-of-inkerman-p/
476;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» полусладкое красное «Шато Тамань. Мерло» ;Красное;4630037251760;Шато Тамань;"ООО ""КУБАНЬ-ВИНО""";2021;;Полусладкое;Красное;359;075;77.27;3.8635;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-polusladkoe-krasnoe-sha/
477;Саук-Дере, Классика, Каберне Совиньон Мерло, вино сухое красное с ЗГУ «Кубань»  2018;Красное;4699301417165;Саук-Дере;;2019;2018;Сухое;Красное;229;075;77.2;3.8600;https://rskrf.ru//goods/sauk-dere-klassika-kaberne-sovinon-merlo-vino-sukhoe-krasnoe-s-zgu-kuban-2018/
478;Вино с защищенным географическим указанием «Крым» сухое красное «Бастардо»  ;Красное;4680020411541;Коктебель;"ООО ""ЗАВОД МАРОЧНЫХ ВИН КОКТЕБЕЛЬ""";2021;;Сухое;Красное;299;075;77.18;3.8590;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-bastardo-/
479;Массандра Бастардо. Вино с ЗГУ «Крым». Сухое красное  2019;Красное;4680017723640;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сухое;Красное;235;075;77.18;3.8590;https://rskrf.ru//goods/massandra-bastardo-vino-s-zgu-krym-sukhoe-krasnoe-2019/
480;Каберне, вино столовое сухое красное ;Красное;4610015995053;Sun Valley;;2019;Без указания года;Сухое;Красное;256;075;77.14;3.8570;https://rskrf.ru//goods/kaberne-vino-stolovoe-sukhoe-krasnoe-/
481;ДляМеня, вино столовое сухое красное ;Красное;4640016680160;ДляМеня;;2019;Без указания года;Сухое;Красное;453;075;77.11;3.8555;https://rskrf.ru//goods/dlyamenya-vino-stolovoe-sukhoe-krasnoe-/
482;Кубань-Вино, Вина Тамани Изабелла. Вино столовое полусладкое красное  2019;Красное;4607062864586;Кубань-Вино;"ООО ""Кубань-Вино"" Россия, 353531, Краснодарский край, Темрюкский район, ст. Старотитаровская, ул. За";2020;2019;Полусладкое;Красное;189;07;77.09;3.8545;https://rskrf.ru//goods/kuban-vino-vina-tamani-izabella-vino-stolovoe-polusladkoe-krasnoe-2019/
483;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» полусладкое красное «Каберне Таманское 1956» ;Красное;4630037252538;Кубань-Вино;"ООО ""КУБАНЬ-ВИНО""";2021;;Полусладкое;Красное;266;075;77.09;3.8545;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-polusladkoe-krasnoe-kab/
484;Вино ординарное полусладкое красное «Бастардо»  2020;Красное;4680017726016;Массандра;"АО ""ПРОИЗВОДСТВЕННОЕ-АГРАРНО ОБЪЕДИНЕНИЕ ""МАССАНДРА""";2021;2020;Полусладкое;Красное;412;075;77.08;3.8540;https://rskrf.ru//goods/vino-ordinarnoe-polusladkoe-krasnoe-bastardo-2020/
485;Вино защищенного географического указания «Крым» полусладкое красное «Пино Нуар. Agora» ;Красное;4607937650191;Agora;"ООО ""ВИННЫЙ ДОМ ФОТИСАЛЬ""";2021;;Полусладкое;Красное;413;075;77;3.8500;https://rskrf.ru//goods/vino-zashchishchennogo-geograficheskogo-ukazaniya-krym-polusladkoe-krasnoe-pino-nuar-agora-/
486;Ballet. Вино с ЗГУ «Кубань. Восточное Приазовье». Полусладкое красное 2019;Красное;4699304825448;AV;"ООО ""Приазовский Винный Дом""";2020;2019;Полусладкое;Красное;650;075;77;3.8500;https://rskrf.ru//goods/av-ballet-vino-s-zgu-kuban-vostochnoe-priazove-polusladkoe-krasnoe-2019/
487;Вина из автохтонно-гибридных сортов винограда, Амур, сухое красное ;Красное;4600068039132;Автохтонные вина;;2019;Без указания года;Сухое;Красное;351;075;77;3.8500;https://rskrf.ru//goods/vina-iz-avtokhtonno-gibridnykh-sortov-vinograda-amur-sukhoe-krasnoe-/
488;Вино столовое полусладкое красное «Вилла Звезда Купаж 3/3» ;Красное;4630016401162;Вилла Звезда;"ООО ""ВИЛЛА ЗВЕЗДА""";2021;;Полусладкое;Красное;310;075;77;3.8500;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-villa-zvezda-kupazh-3-3-/
489;Мерло, вино сухое красное, ЗГУ  2018;Красное;4620018811908;Villa Krim;;2019;2018;Сухое;Красное;322;075;76.98;3.8490;https://rskrf.ru//goods/merlo-vino-sukhoe-krasnoe-zgu-2018/
490;Балет, вино полусладкое красное, с ЗГУ «Кубань. Восточное Приазовье»  2018;Красное;4699304825110;Azov Vine;;2019;2018;Полусладкое;Красное;420;075;76.9;3.8450;https://rskrf.ru//goods/balet-vino-polusladkoe-krasnoe-s-zgu-kuban-vostochnoe-priazove-2018/
491;Коллекция Классическая, Древний Херсонес, вино столовое полусладкое красное  2015;Красное;4623720857554;Inkerman;;2019;2015;Полусладкое;Красное;589;075;76.86;3.8430;https://rskrf.ru//goods/kollektsiya-klassicheskaya-drevniy-khersones-vino-stolovoe-polusladkoe-krasnoe-2015/
492;Millstream Original лимитированная серия Cаперави. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое красное  2018;Красное;4606285010732;Millstream;"ООО ""АПК Мильстрим";2020;2018;Сухое;Красное;259;075;76.84;3.8420;https://rskrf.ru//goods/millstream-original-limitirovannaya-seriya-caperavi-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-kra/
493;Вино с защищенным географическим указанием «Крым» сухое красное «Планерское Коктебель. Бастардо»  ;Красное;4680020411084;Коктебель;"ООО ""ЗАВОД МАРОЧНЫХ ВИН КОКТЕБЕЛЬ""";2021;;Сухое;Красное;345;075;76.82;3.8410;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-planerskoe-koktebel-bastardo-/
494;Шато Тамань ДУО, вино сухое красное с ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4630037250824;Кубань-Вино;;2019;2018;Сухое;Красное;216;075;76.72;3.8360;https://rskrf.ru//goods/shato-taman-duo-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
495;Раевское, Русские сказки, Аленький цветочек, вино столовое сухое красное  2015;Красное;4699301416103;Кубань-Вино;;2019;2015;Сухое;Красное;598;075;76.67;3.8335;https://rskrf.ru//goods/raevskoe-russkie-skazki-alenkiy-tsvetochek-vino-stolovoe-sukhoe-krasnoe-2015/
496;Вино столовое сухое красное «Мильстрим 1936. Каберне» ;Красное;4606285010602;Мильстрим-Черноморские Вина;"ООО ""АПК МИЛЬСТРИМ-ЧЕРНОМОРСКИЕ ВИНА""";2021;;Сухое;Красное;280;;76.64;3.8320;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-milstrim-1936-kaberne-/
497;Вино столовое сухое красное «Шато ле Гран Восток Красностоп Резерва» ;Красное;4610112380202;Шато Ле Гран Восток;"ООО ""МИСТРАЛЬ ВАЙН""";2021;;Сухое;Красное;680;075;76.64;3.8320;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-shato-le-gran-vostok-krasnostop-rezerva-/
498;Вино сухое красное «Каберне-Совиньон» SEVRE  ;Красное;4650134100631;Inkerman;"ООО ""ИНКЕРМАНСКИЙ ЗАВОД МАРОЧНЫХ ВИН""";2021;;Сухое;Красное;559;075;76.62;3.8310;https://rskrf.ru//goods/vino-sukhoe-krasnoe-kaberne-sovinon-sevre-/
499;Южная винная Компания, Саперави 15, вино столовое сухое красное   2017;Красное;4600068040756;Южная винная компания;;2019;2017;Сухое;Красное;357;075;76.61;3.8305;https://rskrf.ru//goods/yuzhnaya-vinnaya-kompaniya-saperavi-15-vino-stolovoe-sukhoe-krasnoe-2017/
500;Pin-UP, Винтер Вайн, вино полусладкое красное, ЗГУ «Альминская Долина»  2018;Красное;4660016611506;Alma Valley;;2019;2018;Полусладкое;Красное;675;075;76.6;3.8300;https://rskrf.ru//goods/pin-up-vinter-vayn-vino-polusladkoe-krasnoe-zgu-alminskaya-dolina-2018/
501;Классическая коллекция, Мерло, вино столовое полусухое красное ;Красное;4630003651778;VINATERRA;;2019;Без указания года;Полусухое;Красное;259;075;76.6;3.8300;https://rskrf.ru//goods/klassicheskaya-kollektsiya-merlo-vino-stolovoe-polusukhoe-krasnoe-/
502;Южная винная Компания, Мерло, вино сухое красное с ЗГУ «Кубань. Таманский полуостров»  2017;Красное;4600068040732;Южная винная компания;;2019;2017;Сухое;Красное;203;075;76.6;3.8300;https://rskrf.ru//goods/yuzhnaya-vinnaya-kompaniya-merlo-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluostrov-2017/
503;Вино с защищенным географическим указанием «Кубань» полусладкое красное «Дары Кубани» ;Красное;4610018052500;Долина;"ООО ""ДОЛИНА""";2021;;Полусладкое;Красное;164;075;76.55;3.8275;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-polusladkoe-krasnoe-dary-kubani-/
504;Вино столовое полусладкое красное «Мерло»  ;Красное;4601129600216;Крымский винный завод;"ООО ""КРЫМСКИЙ ВИННЫЙ ЗАВОД""";2021;;Полусладкое;Красное;245;075;76.55;3.8275;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-merlo--298a5d/
505;Вино с защищенным географическим указанием «Кубань» полусладкое красное «Любимая» ;Красное;4610018052432;Долина;"ООО ""ДОЛИНА""";2021;;Полусладкое;Красное;234;075;76.5;3.8250;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-polusladkoe-krasnoe-lyubimaya-/
506;Вино географического наименования сухое красное «Мерло Фанагории. Номерной резерв»  2020;Красное;4603040003473;Fanagoria;"ОАО ""АПФ ""ФАНАГОРИЯ""";2021;2020;Сухое;Красное;390;075;76.45;3.8225;https://rskrf.ru//goods/vino-geograficheskogo-naimenovaniya-sukhoe-krasnoe-merlo-fanagorii-nomernoy-rezerv-2020/
507;Вино с защищенным географическим указанием «Кубань. Новороссийск» сухое красное «Шираз» 2019;Красное;4651116640015;Sort;"ООО ""СУХАЯ ГОРА""";2021;2019;Сухое;Красное;710;075;76.45;3.8225;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-novorossiysk-sukhoe-krasnoe-shiraz-2019/
508;Вино столовое полусладкое красное «Монте Руж» ;Красное;4660017481023;Крымский винодел;"ООО ""КРЫМСКИЙ ВИННЫЙ ДОМ""";2021;;Полусладкое;Красное;248;075;76.45;3.8225;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-monte-ruzh-/
509;Массандра Сухое-Красное. Вино с ЗГУ «Крым». Сухое красное  2019;Красное;4680017724890;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сухое;Красное;225;075;76.45;3.8225;https://rskrf.ru//goods/massandra-sukhoe-krasnoe-vino-s-zgu-krym-sukhoe-krasnoe-2019/
510;Джаз Трио, Бастардо, вино сухое красное, ЗГУ «Крым»  2018;Красное;4680020411541;Коктебель;;2019;2018;Сухое;Красное;229;075;76.43;3.8215;https://rskrf.ru//goods/dzhaz-trio-bastardo-vino-sukhoe-krasnoe-zgu-krym-2018/
511;Вино столовое полусладкое красное «Хазарское. Саперави» ;Красное;4600735005767;Цимлянские вина;"ОАО ""ЦИМЛЯНСКИЕ ВИНА""";2021;;Полусладкое;Красное;260;075;76.42;3.8210;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-khazarskoe-saperavi-/
512;Винодельня Покровская Каберне. Вино столовое полусладкое красное ;Красное;4627120690223;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;Без указания года;Полусладкое;Красное;470;075;76.41;3.8205;https://rskrf.ru//goods/vinodelnya-pokrovskaya-kaberne-vino-stolovoe-polusladkoe-krasnoe-/
