N;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
45;Кагор Южнобережный, ликерное вино с ЗГУ «Крым» (специальное вино), выдержанное красное 2014;Ликерное;4680017723701;Массандра;;2019;2014;Сладкое;Красное;609;075;81.4;4.0700;https://rskrf.ru//goods/kagor-yuzhnoberezhnyy-likernoe-vino-s-zgu-krym-spetsialnoe-vino-vyderzhannoe-krasnoe-2014/
46;Херес Массандра 2011;Ликерное;4680017724289;Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2011;;Белое;429;075;81.3;4.0650;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzhannoe-beloe-/
47;Портвейн, вино ликерное с ЗГУ «Крым», специальное красное ;Ликерное;4680020411336;Коктебель;;2019;Без указания года;Сладкое;Красное;508;075;81.29;4.0645;https://rskrf.ru//goods/portveyn-vino-likernoe-s-zgu-krym-spetsialnoe-krasnoe-/
48;Старый Нектар, винный напиток, сладкий (ликерное вино) 2011;Ликерное;4623722021007;Inkerman;;2019;2011;Сладкое;Белое;528;075;81.2;4.0600;https://rskrf.ru//goods/staryy-nektar-vinnyy-napitok-sladkiy-likernoe-vino-2011/
49;Порто Солнечной Долины белый 2016;Ликерное;4610015993240;Порто Солнечной Долины белый 2016;СОЛНЕЧНАЯ ДОЛИНА АО;2018;2016;;Белое;442;075;81.15;4.0575;https://rskrf.ru//goods/likernoe-vinos-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-beloe-porto-solnechn/
50;Мадера Крымская 2011;Ликерное;4680017723770;Мадера Крымская - Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2011;;Белое;523;075;81.11;4.0555;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzhannoe-beloee-843891/
51;Портвейн белый Южнобережный, ликерное вино с ЗГУ «Крым», выдержанное белое 2015;Ликерное;4680017724081;Массандра;;2019;2015;Сладкое;Белое;508;075;81.1;4.0550;https://rskrf.ru//goods/portveyn-belyy-yuzhnoberezhnyy-likernoe-vino-s-zgu-krym-vyderzhannoe-beloe-2015/
52;Массандра Портвейн белый Алушта, ликерное вино с ЗГУ «Крым» (специальное вино) белое 2018;Ликерное;4680017724043;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2018;Сладкое;Белое;375;075;81.1;4.0550;https://rskrf.ru//goods/massandra-portveyn-belyy-alushta-likernoe-vino-s-zgu-krym-spetsialnoe-vino-beloe-2018/
53;Массандра Мускатель Массандра Розовый, ликерное вино с ЗГУ «Крым» (специальное вино) розовое 2019;Ликерное;4680017723985;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сладкое;Розовое;385;075;81.1;4.0550;https://rskrf.ru//goods/massandra-muskatel-massandra-rozovyy-likernoe-vino-s-zgu-krym-spetsialnoe-vino-rozovoe-2019/
54;Кагор 2016;Ликерное;4603040011836;Кагор Фанагория;АПФ ФАНАГОРИЯ ОАО;2018;2016;;Красное;529;075;80.72;4.0360;https://rskrf.ru//goods/likernoe-vino-zashchishchennogo-geograficheskogo-ukazaniya-kuban-tamanskiy-poluostrov-kagor/
55;Порто Солнечной Долины красный 2017;Ликерное;4610015993233;Порто Солнечная Долина;СОЛНЕЧНАЯ ДОЛИНА АО;;2017;;Красное;442;075;80.71;4.0355;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-krasnoe-porto-solne/
56;Портвейн красный 1879 2015;Ликерное;4680020411336;Портвейн красный Коктебель;ЗАВОД МАРОЧНЫХ ВИН КОКТЕБЕЛЬ ООО;2018;2015;;Красное;445;075;80.7;4.0350;https://rskrf.ru//goods/portveyn-vino-likernoe-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-krasnoe/
57;Херес Дагестанский, выдержанное ликерное вино  2004;Ликерное;4600076115293;Дербентское;;2019;2004;Сладкое;Белое;851;075;80.61;4.0305;https://rskrf.ru//goods/kheres-dagestanskiy-vyderzhannoe-likernoe-vino-2004/
58;Черный полковник, ликерное вино с ЗГУ «Крым», красное 2010;Ликерное;4610015993196;Солнечная Долина;;2019;2010;Сладкое;Красное;725;075;80.5;4.0250;https://rskrf.ru//goods/chernyy-polkovnik-likernoe-vino-s-zgu-krym-krasnoe-2010/
59;Портвейн Крымский, винный напиток (ликерное вино), белый сладкий  ;Ликерное;4623722021038;Inkerman;;2019;Без указания года;Сладкое;Белое;245;075;80.4;4.0200;https://rskrf.ru//goods/portveyn-krymskiy-vinnyy-napitok-likernoe-vino-belyy-sladkiy-/
60;Массандра Портвейн красный Алушта, ликерное вино с ЗГУ «Крым» (специальное вино) красное 2019;Ликерное;4680017724098;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сладкое;Красное;329;075;80.3;4.0150;https://rskrf.ru//goods/massandra-portveyn-krasnyy-alushta-likernoe-vino-s-zgu-krym-spetsialnoe-vino-krasnoe-2019/
61;Портвейн красный Крымский, ликерное вино с ЗГУ «Крым» (специальное вино), выдержанное красное 2012;Ликерное;4680017724104;Массандра;;2019;2012;Сладкое;Красное;540;075;80.1;4.0050;https://rskrf.ru//goods/portveyn-krasnyy-krymskiy-likernoe-vino-s-zgu-krym-spetsialnoe-vino-vyderzhannoe-krasnoe-2012/
62;Лакрима Кристи, ликерное вино с ЗГУ «Крым» (специальное вино), выдержанное красное ;Ликерное;46237021376108;Массандра;;2019;Без указания года;Сладкое;Красное;669;075;80.09;4.0045;https://rskrf.ru//goods/lakrima-kristi-likernoe-vino-s-zgu-krym-spetsialnoe-vino-vyderzhannoe-krasnoe-/
63;Мускат Розовый Массандра 2012;Ликерное;4680017723916;Мускат Розовый Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2012;;Розовое;440;075;80;4.0000;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzhannoe-rozovo/
64;Кагор Солнечной Долины 2017;Ликерное;4610015993226;Кагор Солнечная Долина;СОЛНЕЧНАЯ ДОЛИНА АО;2018;2017;;Красное;508;075;79.72;3.9860;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-beloe-kokur-solnechnoy-doliny-torgovoy/
65;Массандра Мускатель Массандра Черный, ликерное вино с ЗГУ «Крым» (специальное вино) красное 2019;Ликерное;4680017723992;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2019;Сладкое;Красное;329;075;79.7;3.9850;https://rskrf.ru//goods/massandra-muskatel-massandra-chernyy-likernoe-vino-s-zgu-krym-spetsialnoe-vino-krasnoe-2019/
66;Кагор Тамани десертный 2017;Ликерное;4607062866931;Кубань-Вино;КУБАНЬ-ВИНО ООО;2018;2017;;Красное;339;075;79.55;3.9775;https://rskrf.ru//goods/napitok-vinnyy-kagor-tamani-desertnyy-/
67;Порто, ликерное вино с ЗГУ «Крым», красное ;Ликерное;4610015993233;Солнечная Долина;;2019;Без указания года;Сладкое;Красное;435;075;79.5;3.9750;https://rskrf.ru//goods/porto-likernoe-vino-s-zgu-krym-krasnoe-/
68;Кагор Дагестан, выдержанное ликерное вино  ;Ликерное;4600076115200;Дербентское;;2019;Без указания года;Сладкое;Красное;424;075;79.49;3.9745;https://rskrf.ru//goods/kagor-dagestan-vyderzhannoe-likernoe-vino-/
69;Портвейн белый Поручик Голицын 2010;Ликерное;4680017724067;Портвейн белый Поручик Голицын - Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2010;;Белое;424;075;79.44;3.9720;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzhannoe-beloe-37aa91/
70;Херес Ореанда, ликерное вино с ЗГУ «Крым», выдержанное белое 2016;Ликерное;4680017724296;Массандра;;2019;2016;Сладкое;Белое;486;075;79.33;3.9665;https://rskrf.ru//goods/kheres-oreanda-likernoe-vino-s-zgu-krym-vyderzhannoe-beloe-2016/
71;Sun Valley Приват, ликерное вино с ЗГУ «Крым», специальное вино, красное ;Ликерное;4610015993257;Солнечная Долина;;2019;Без указания года;Сладкое;Красное;430;075;79.1;3.9550;https://rskrf.ru//goods/sun-valley-privat-likernoe-vino-s-zgu-krym-spetsialnoe-vino-krasnoe-/
72;Мадера Крымский Парус, вино специальное с ЗГУ «Крым», белое 2015;Ликерное;4680020411503;Коктебель;;2019;2015;Сладкое;Белое;400;075;78.73;3.9380;https://rskrf.ru//goods/madera-krymskiy-parus-vino-spetsialnoe-s-zgu-krym-beloe-2015/
73;Самур, выдержанное ликерное вино  ;Ликерное;4600076115262;Дербентское;;2019;Без указания года;Сладкое;Белое;816;075;78.5;3.9255;https://rskrf.ru//goods/samur-vyderzhannoe-likernoe-vino-/
74;Мускатель Массандра розовый  2014;Ликерное;4680017723985;Мускатель Массандра розовый  2014;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2014;;Розовое;387;075;78.49;3.9245;https://rskrf.ru//goods/muskatel-massandra-rozovyy-likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialn/
75;Портвейн белый, Крымский Парус, вино ликерное с ЗГУ «Крым», белое 2015;Ликерное;4680020411497;Коктебель;;2019;2015;Сладкое;Белое;444;075;78.35;3.9200;https://rskrf.ru//goods/portveyn-belyy-krymskiy-parus-vino-likernoe-s-zgu-krym-beloe-2015/
76;Мадера, вино ликерное с ЗГУ «Крым», специальное белое ;Ликерное;4680020411350;Коктебель;;2019;Без указания года;Сладкое;Белое;577;075;78.24;3.9150;https://rskrf.ru//goods/madera-vino-likernoe-s-zgu-krym-spetsialnoe-beloe-/
77;Кагор Солнечной Долины, вино с ЗГУ «Крым», красное ;Ликерное;4610015993226;Солнечная Долина;;2019;Без указания года;Сладкое;Красное;565;075;78.1;3.9055;https://rskrf.ru//goods/kagor-solnechnoy-doliny-vino-s-zgu-krym-krasnoe-/
78;Кагор Южнобережный 2013;Ликерное;4680017723701;Кагор Южнобережный - Массандра;"ППО ФГУП ПАО ""МАССАНДРА"" УДП РФ";2018;2013;;Красное;513;075;78.01;3.9005;https://rskrf.ru//goods/likernoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-spetsialnoe-vino-vyderzhannoe-krasno-d7f1db/
79;Массандра Херес Ореанда, ликерное вино с ЗГУ «Крым» (специальное вино) выдержанное белое 2017;Ликерное;4680017724296;Массандра;"ГУП Республики Крым ""Производственно-аграрное объединение ""Массандра""";2020;2017;Сладкое;Белое;565;075;78;3.9000;https://rskrf.ru//goods/massandra-kheres-oreanda-likernoe-vino-s-zgu-krym-spetsialnoe-vino-vyderzhannoe-beloe-2017/
80;Вина Тамани, Кагор 32 десертный, ликерное специальное вино с ЗГУ «Кубань. Таманский полуостров»  2018;Ликерное;4630037250466;Кубань-Вино;;2019;2018;Сладкое;Красное;316;075;77.6;3.8800;https://rskrf.ru//goods/vina-tamani-kagor-32-desertnyy-likernoe-spetsialnoe-vino-s-zgu-kuban-tamanskiy-poluostrov-2018/
81;Дербентский коньячный комбинат, Марочное, ликерное вино выдержанное 1995;Ликерное;4600076115309;Дербентское;;2019;1995;Сладкое;Белое;870;075;77.45;3.8725;https://rskrf.ru//goods/derbentskiy-konyachnyy-kombinat-marochnoe-likernoe-vino-vyderzhannoe-1995/
82;Сокровища Крыма, Мускат, сладкое белое ;Ликерное;4670015955167;Винный дом Фотисаль;;2019;Без указания года;Сладкое;Белое;216;075;74.5;3.7250;https://rskrf.ru//goods/sokrovishcha-kryma-muskat-sladkoe-beloe-/
83;Кагор Станичный, столовое сладкое красное 2018;Ликерное;4600068033598;Южная винная компания;;2019;2018;Сладкое;Красное;206;075;74.36;3.7180;https://rskrf.ru//goods/kagor-stanichnyy-stolovoe-sladkoe-krasnoe-2018-511a39/
84;Церковное, Удельного ведомства, вино сладкое красное с ЗГУ «Крым» ;Ликерное;4680017724524;Массандра;;2019;Без указания года;Сладкое;Красное;366;075;74.24;3.7120;https://rskrf.ru//goods/tserkovnoe-udelnogo-vedomstva-vino-sladkoe-krasnoe-s-zgu-krym-/
85;Портвейн Красный, Крымский Парус, вино ликерное красное с ЗГУ «Крым»  2015;Ликерное;4680020411480;Коктебель;;2019;2015;Сладкое;Красное;420;075;73.57;3.6785;https://rskrf.ru//goods/portveyn-krasnyy-krymskiy-parus-vino-likernoe-krasnoe-s-zgu-krym-2015/
86;Коктебель – 1879, Портвейн, вино специальное белое ликерное с ЗГУ «Крым» ;Ликерное;4680020411343;Коктебель;;2019;Без указания года;Сладкое;Белое;508;075;69.9;3.4950;https://rskrf.ru//goods/koktebel-1879-portveyn-vino-spetsialnoe-beloe-likernoe-s-zgu-krym-/
87;Новый Иерусалим, Алтарное , вино столовое красное природно-сладкое, географического наименования «Альминская долина» 2018;Ликерное;4660016610547;Alma Valley;;2019;2018;Сладкое;Красное;786;075;67.86;3.3930;https://rskrf.ru//goods/novyy-ierusalim-altarnoe-vino-stolovoe-krasnoe-prirodno-sladkoe-geograficheskogo-naimenovaniya-almin/
0;Абрау-Дюрсо (розовое брют) 2016;Игристое;4607026341818;Абрау-Дюрсо;"ЗАО ""Абрау-Дюрсо""";2018;2016;Брют;Розовое;765;075;84.9;4.2450;https://rskrf.ru//goods/igristoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-vyderzhannoe-bryut-rozovoe-premium-/
1;Chateau Tamagne (брют белое) 2017;Игристое;4607062864340;Шато Тамань;КУБАНЬ-ВИНО ООО;2018;2017;Брют;Белое;349;075;84.74;4.2370;https://rskrf.ru//goods/igristoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-bryut-beloe-sh/
2;Chateau Tamagne (полусухое белое) 2018;Игристое;4630037250190;Шато Тамань;КУБАНЬ-ВИНО ООО;2018;2018;Полусухое;Белое;287;075;84.35;4.2175;https://rskrf.ru//goods/vino-igristoe-molodoe-s-zashchishchennym-naimenovaniem-mestoproiskhozhdeniya-yuzhnyy-bereg-tamani-po/
3;Мысхако Flute игристое брют розовое. Вино с ЗГУ «Кубань. Новороссийск» 2019;Игристое;4620036811010;Мысхако;"ООО ""Мысхако""";2020;2019;Брют;Розовое;549;075;84.19;4.2095;https://rskrf.ru//goods/myskhako-flute-igristoe-bryut-rozovoe-vino-s-zgu-kuban-novorossiysk-2019/
4;ZB Wine Frizzante игристое жемчужное сухое белое. Вино с ЗГУ «Крым»  ;Игристое;4630017542574;ZB Wine;"ООО ""Агрофимрма ""Золотая Балка""";2020;Без указания года;Брют;Белое;369;075;84;4.2000;https://rskrf.ru//goods/zb-wine-frizzante-igristoe-zhemchuzhnoe-sukhoe-beloe-vino-s-zgu-krym-/
5;Chateau Tamagne (Select rose brut) 2017;Игристое;4607062864180;Шато Тамань;КУБАНЬ-ВИНО ООО;2018;2017;Брют;Розовое;470;075;84;4.2000;https://rskrf.ru//goods/igristoe-vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-bryut-rozovoe--5ee6f2/
6;ZB Wine Moscato игристое полусладкое белое. Вино с ЗГУ «Крым»  2019;Игристое;4630017542499;ZB Wine;"ООО ""Агрофимрма ""Золотая Балка""";2020;2019;Полусладкое;Белое;369;075;83.92;4.1960;https://rskrf.ru//goods/zb-wine-moscato-igristoe-polusladkoe-beloe-vino-s-zgu-krym-2019/
7;Абрау-Дюрсо Victor Dravigny игристое выдержанное брют белое «Премиум». Вино с ЗГУ «Кубань»  2017;Игристое;4607026341795;Абрау-Дюрсо;"ЗАО ""Абрау-Дюрсо""";2020;2017;Брют;Белое;775;075;83.83;4.1915;https://rskrf.ru//goods/abrau-dyurso-victor-dravigny-igristoe-vyderzhannoe-bryut-beloe-premium-vino-s-zgu-kuban-2017/
8;Fanagoria (полусладкое белое) ;Игристое;4603040012635;Фанагория;АПФ ФАНАГОРИЯ ОАО;2018;Без указания года;Полусладкое;Белое;508;075;83.8;4.1900;https://rskrf.ru//goods/igristoe-vino-polusladkoe-beloe-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluost/
